cust_id,contact_type,duration,contact_num,p_days,p_outcome,y,date
69875,cellular,121,1,999,failure,no,2009-05-19
54030,cellular,161,2,999,nonexistent,no,2008-07-20
985,cellular,290,13,999,nonexistent,no,2008-07-20
63872,telephone,77,1,999,nonexistent,no,2008-05-01
30936,cellular,478,11,999,nonexistent,no,2008-07-17
55133,telephone,29,2,999,failure,no,2009-05-29
57179,cellular,187,1,999,failure,no,2009-08-11
83895,cellular,114,4,999,failure,no,2010-07-13
9587,cellular,822,2,999,nonexistent,yes,2008-07-17
83859,cellular,71,5,999,nonexistent,no,2008-07-07
38969,telephone,359,1,999,nonexistent,no,2008-05-07
15521,cellular,86,2,999,nonexistent,no,2008-08-13
53175,cellular,65,2,999,failure,no,2009-05-08
55981,cellular,51,2,999,nonexistent,no,2008-08-19
69909,telephone,121,1,999,nonexistent,no,2008-07-19
27334,cellular,426,1,999,failure,yes,2009-05-20
80372,cellular,392,1,999,nonexistent,yes,2010-05-17
50735,cellular,332,2,999,nonexistent,no,2008-08-20
48146,cellular,148,1,999,nonexistent,no,2008-11-11
75912,cellular,240,3,999,nonexistent,no,2009-04-05
13868,cellular,154,1,999,nonexistent,no,2008-08-30
19135,cellular,85,2,999,nonexistent,no,2009-09-05
22834,cellular,191,2,19,failure,no,2010-11-12
67809,cellular,175,3,999,nonexistent,no,2008-08-23
3800,telephone,148,2,999,nonexistent,no,2008-06-27
46342,cellular,541,1,999,nonexistent,yes,2009-11-20
82796,telephone,24,1,999,nonexistent,no,2008-06-12
5735,telephone,61,2,999,nonexistent,no,2008-05-10
49367,telephone,58,3,999,nonexistent,no,2008-08-07
6104,cellular,234,3,999,nonexistent,no,2008-08-19
78201,cellular,168,4,999,failure,no,2009-05-17
36071,cellular,144,2,999,nonexistent,no,2009-04-10
37397,telephone,53,1,999,nonexistent,no,2008-05-04
14653,telephone,230,3,999,nonexistent,no,2008-05-11
23300,cellular,215,1,999,failure,no,2008-11-27
33424,telephone,91,1,999,nonexistent,no,2008-06-14
7367,telephone,119,1,999,nonexistent,no,2010-06-18
89740,telephone,426,9,999,nonexistent,no,2008-05-20
99840,cellular,154,3,999,failure,no,2009-05-28
20945,cellular,310,2,999,failure,no,2009-05-15
50126,telephone,673,2,999,nonexistent,yes,2008-05-30
82537,cellular,149,5,999,nonexistent,no,2008-11-05
78861,cellular,73,1,999,nonexistent,no,2008-08-27
40766,telephone,240,6,999,nonexistent,no,2008-05-10
48597,cellular,93,3,999,nonexistent,no,2009-05-08
19383,cellular,229,1,999,failure,no,2009-04-11
27650,cellular,129,1,999,nonexistent,no,2009-04-08
42186,telephone,201,2,999,nonexistent,no,2008-06-11
84753,cellular,911,3,999,nonexistent,no,2008-11-18
92486,cellular,293,7,999,nonexistent,no,2008-07-06
61240,cellular,440,1,999,nonexistent,no,2009-05-01
54674,telephone,104,1,999,nonexistent,no,2008-07-13
85484,cellular,87,4,999,nonexistent,no,2008-08-13
54892,cellular,157,2,999,nonexistent,no,2008-08-11
98618,telephone,126,1,999,nonexistent,no,2008-05-05
39053,telephone,117,2,999,nonexistent,no,2008-06-12
32715,cellular,721,3,999,nonexistent,no,2008-07-19
52113,telephone,59,3,999,nonexistent,no,2008-06-08
62843,cellular,145,1,999,nonexistent,no,2008-11-25
87012,telephone,41,3,999,nonexistent,no,2008-06-12
75937,cellular,12,5,999,nonexistent,no,2008-07-11
83394,cellular,95,1,999,nonexistent,no,2009-05-18
32100,cellular,214,1,999,nonexistent,no,2008-08-13
31353,cellular,46,4,999,failure,no,2008-11-06
51928,cellular,475,1,999,nonexistent,no,2008-11-13
19810,cellular,956,1,999,nonexistent,yes,2009-05-26
66164,telephone,289,3,999,nonexistent,no,2008-05-18
57563,cellular,53,5,999,failure,no,2009-05-27
53025,cellular,374,2,999,nonexistent,no,2008-07-16
67978,telephone,52,4,999,nonexistent,no,2008-06-08
39642,cellular,317,1,999,nonexistent,no,2008-07-25
11407,cellular,436,4,999,nonexistent,no,2008-07-03
30445,cellular,257,2,999,nonexistent,no,2008-07-25
22030,telephone,646,1,999,nonexistent,no,2008-05-16
55619,cellular,315,6,999,nonexistent,no,2009-05-19
60381,cellular,559,2,999,nonexistent,no,2008-08-30
26898,cellular,493,5,999,nonexistent,no,2008-07-18
10312,cellular,129,2,999,nonexistent,no,2008-07-21
75344,cellular,44,1,999,nonexistent,no,2009-04-22
40059,cellular,134,1,999,nonexistent,no,2008-08-22
77455,cellular,197,2,999,nonexistent,no,2010-10-21
72625,telephone,71,5,999,nonexistent,no,2008-05-30
24222,cellular,921,2,999,failure,no,2009-04-10
47396,telephone,132,3,999,nonexistent,no,2008-11-13
45206,telephone,344,2,999,nonexistent,no,2008-05-18
47784,telephone,119,1,999,nonexistent,no,2008-05-15
96794,cellular,126,1,999,nonexistent,no,2008-07-08
67947,cellular,200,2,999,nonexistent,no,2009-05-05
11894,cellular,110,3,999,failure,no,2009-12-24
8639,cellular,137,2,4,success,yes,2009-08-20
61483,cellular,184,1,999,nonexistent,no,2008-07-30
72304,cellular,768,2,999,nonexistent,no,2008-07-30
75363,telephone,36,6,999,nonexistent,no,2009-05-05
49876,cellular,107,2,999,nonexistent,no,2008-11-10
77091,cellular,55,1,999,failure,no,2009-08-01
54747,telephone,77,2,999,nonexistent,no,2008-05-28
83207,cellular,97,1,999,failure,no,2010-04-06
74631,telephone,21,7,999,nonexistent,no,2008-05-04
51230,telephone,58,1,999,nonexistent,no,2008-05-16
83084,cellular,431,1,999,nonexistent,no,2008-07-01
35711,cellular,277,1,999,nonexistent,no,2008-11-17
19393,telephone,137,2,999,nonexistent,no,2008-05-30
71829,telephone,181,2,999,nonexistent,no,2008-05-27
24337,cellular,239,1,999,nonexistent,no,2008-08-16
88053,cellular,224,1,999,nonexistent,no,2009-06-07
58942,cellular,191,1,999,nonexistent,yes,2009-06-28
15468,cellular,462,4,999,nonexistent,no,2008-11-23
62683,cellular,205,6,999,nonexistent,no,2008-07-04
27528,cellular,49,1,999,nonexistent,no,2008-11-15
21437,cellular,127,4,999,nonexistent,no,2008-07-15
46078,telephone,97,5,999,nonexistent,no,2008-05-01
20605,cellular,578,1,999,nonexistent,yes,2009-05-17
33524,telephone,164,2,999,nonexistent,no,2008-06-28
53667,cellular,412,1,999,nonexistent,no,2008-07-07
27951,telephone,72,3,999,nonexistent,no,2008-06-23
33150,cellular,173,2,999,nonexistent,no,2009-05-05
38480,telephone,481,6,999,nonexistent,no,2008-06-28
21150,telephone,383,3,999,nonexistent,no,2008-05-07
5282,cellular,148,1,999,nonexistent,no,2008-08-11
76833,cellular,176,1,999,nonexistent,no,2008-11-24
59907,cellular,277,2,999,failure,no,2009-04-07
18319,telephone,49,1,999,nonexistent,no,2008-06-12
39663,telephone,152,3,999,nonexistent,no,2008-06-17
4192,cellular,115,2,999,nonexistent,no,2008-08-29
94055,cellular,487,1,999,nonexistent,no,2008-11-03
46227,telephone,1009,5,999,nonexistent,no,2008-06-23
33488,cellular,169,3,999,failure,no,2009-05-17
8551,cellular,375,1,999,nonexistent,no,2008-08-02
59780,cellular,229,1,999,nonexistent,no,2009-07-07
57952,telephone,116,1,999,nonexistent,no,2008-08-21
96431,cellular,1141,2,999,nonexistent,yes,2008-08-15
46397,telephone,122,4,999,nonexistent,no,2008-05-08
48708,cellular,244,1,999,nonexistent,no,2009-05-22
1933,cellular,62,1,999,nonexistent,no,2008-11-06
29288,telephone,97,1,999,nonexistent,yes,2009-10-19
22718,telephone,110,3,999,nonexistent,no,2008-06-04
67360,cellular,278,1,999,nonexistent,no,2009-04-14
2301,cellular,312,3,999,failure,no,2008-11-23
31297,cellular,44,1,999,failure,no,2008-11-03
56029,telephone,91,1,999,nonexistent,no,2008-06-27
83470,cellular,73,2,999,nonexistent,no,2008-08-23
98341,cellular,372,2,12,success,no,2009-05-13
74583,cellular,162,3,999,nonexistent,no,2008-07-19
26801,cellular,846,1,3,success,no,2008-11-14
86999,telephone,239,1,999,nonexistent,no,2008-05-16
39761,telephone,317,2,999,nonexistent,no,2008-05-18
31685,cellular,198,1,999,nonexistent,no,2008-08-19
4627,cellular,92,1,999,nonexistent,no,2009-03-06
19337,cellular,51,4,999,nonexistent,no,2008-11-21
61701,cellular,70,1,999,nonexistent,no,2008-11-18
81302,cellular,22,4,999,nonexistent,no,2008-08-18
92957,cellular,345,1,999,nonexistent,yes,2009-09-12
2810,cellular,181,2,999,nonexistent,no,2009-05-07
50675,cellular,393,1,999,nonexistent,no,2009-05-19
1049,cellular,71,3,999,nonexistent,no,2008-07-03
93045,telephone,91,2,999,nonexistent,no,2009-12-07
55805,telephone,101,3,999,nonexistent,no,2008-05-01
91089,telephone,84,3,999,nonexistent,no,2008-05-30
44977,cellular,575,2,999,nonexistent,no,2008-08-26
5357,cellular,386,2,999,nonexistent,no,2009-04-15
51719,cellular,300,3,999,nonexistent,no,2010-08-03
19083,cellular,179,2,999,nonexistent,no,2009-04-11
74875,cellular,633,1,999,nonexistent,yes,2010-08-15
74538,cellular,59,1,999,nonexistent,no,2008-07-27
31246,cellular,676,4,999,nonexistent,no,2008-08-15
48719,cellular,314,2,999,nonexistent,no,2008-08-24
82264,cellular,320,1,999,nonexistent,no,2009-05-23
50861,telephone,304,1,999,nonexistent,no,2008-07-15
4113,cellular,178,1,0,success,yes,2010-08-23
17847,cellular,215,1,999,nonexistent,no,2008-08-01
9243,cellular,140,2,999,nonexistent,no,2009-04-29
22965,cellular,145,4,999,nonexistent,no,2008-08-16
71104,telephone,54,1,999,nonexistent,no,2010-06-30
60168,cellular,1181,2,999,nonexistent,yes,2008-08-18
50017,cellular,235,1,999,nonexistent,no,2009-05-27
12734,cellular,211,2,999,nonexistent,no,2008-07-15
15056,cellular,75,1,999,failure,no,2009-08-04
78791,cellular,189,3,999,nonexistent,no,2009-05-25
36837,cellular,309,1,999,nonexistent,no,2008-11-14
6237,cellular,153,1,999,nonexistent,no,2009-04-09
4794,telephone,307,1,999,nonexistent,no,2008-05-15
15515,telephone,325,1,999,failure,yes,2010-04-07
85384,telephone,509,2,999,nonexistent,no,2008-05-01
76145,cellular,85,1,999,failure,no,2009-05-09
67200,cellular,97,2,999,nonexistent,no,2009-08-11
97261,cellular,164,1,999,nonexistent,no,2008-11-08
30590,cellular,742,1,999,nonexistent,no,2008-11-05
74286,telephone,300,3,999,nonexistent,yes,2009-04-05
38202,telephone,233,2,999,nonexistent,no,2008-05-09
69429,cellular,91,1,999,nonexistent,no,2009-05-20
99493,cellular,178,5,999,failure,no,2009-05-23
70334,cellular,131,4,999,nonexistent,no,2008-07-30
31920,cellular,169,1,999,nonexistent,no,2008-11-18
21280,telephone,122,3,999,nonexistent,no,2009-04-01
98520,telephone,94,3,999,nonexistent,no,2008-05-28
99404,telephone,150,3,999,nonexistent,no,2008-06-19
33315,telephone,199,1,999,nonexistent,no,2008-06-05
85727,telephone,565,2,999,nonexistent,no,2008-05-14
61303,cellular,867,1,999,nonexistent,yes,2009-05-30
54348,cellular,183,3,999,nonexistent,no,2009-05-20
94108,cellular,60,1,999,nonexistent,no,2008-08-07
18399,cellular,604,1,999,nonexistent,no,2008-07-04
84469,cellular,161,1,18,failure,no,2010-09-26
15337,telephone,289,1,999,nonexistent,no,2009-09-19
14971,telephone,173,6,999,failure,no,2010-08-27
37313,cellular,466,5,999,failure,yes,2009-04-21
39195,telephone,483,3,999,nonexistent,no,2008-05-23
34433,cellular,317,1,999,nonexistent,no,2009-05-28
26599,cellular,3422,1,999,nonexistent,no,2008-08-04
2044,cellular,363,1,999,failure,no,2009-05-15
76941,cellular,113,6,999,nonexistent,no,2008-07-28
30263,telephone,221,1,999,nonexistent,no,2008-07-26
73342,cellular,116,1,999,nonexistent,no,2009-05-29
61400,telephone,73,1,999,nonexistent,no,2008-11-15
37705,telephone,67,2,999,nonexistent,no,2008-06-27
92165,cellular,33,2,999,nonexistent,no,2009-05-20
20786,telephone,130,2,999,nonexistent,no,2008-05-16
15202,cellular,67,1,999,failure,no,2009-05-04
51113,cellular,446,1,999,nonexistent,no,2008-07-14
42996,cellular,93,1,999,failure,no,2008-11-18
79083,cellular,46,4,999,nonexistent,no,2009-05-13
62384,cellular,427,2,999,failure,no,2009-04-02
23612,cellular,125,2,999,nonexistent,no,2009-05-05
87451,cellular,149,2,999,failure,no,2010-09-25
16891,telephone,177,5,999,nonexistent,no,2008-06-24
56870,telephone,47,4,999,nonexistent,no,2009-05-22
68136,cellular,89,1,999,failure,no,2009-10-08
61292,telephone,395,2,999,nonexistent,no,2008-05-08
2363,telephone,194,1,999,nonexistent,yes,2010-10-18
94777,cellular,430,1,999,nonexistent,no,2009-04-04
16059,cellular,181,1,999,nonexistent,no,2009-06-24
81685,cellular,204,6,999,nonexistent,no,2008-08-13
56000,cellular,1514,1,999,failure,yes,2009-05-13
73055,cellular,105,1,999,nonexistent,no,2008-07-25
80635,cellular,458,9,999,nonexistent,yes,2008-07-11
16799,telephone,23,3,999,nonexistent,no,2008-06-23
83141,cellular,148,2,999,nonexistent,no,2009-04-25
93128,telephone,744,3,999,nonexistent,no,2008-06-22
71543,telephone,445,3,999,nonexistent,no,2008-06-02
1463,telephone,52,1,999,nonexistent,no,2008-05-21
78721,cellular,54,5,999,nonexistent,no,2009-08-05
93471,telephone,428,1,999,nonexistent,no,2008-06-17
34891,cellular,899,1,999,nonexistent,yes,2009-05-28
1924,telephone,41,6,999,nonexistent,no,2008-07-02
93730,cellular,459,1,999,nonexistent,yes,2009-05-11
4235,cellular,295,1,999,nonexistent,no,2008-11-12
41892,cellular,457,2,999,nonexistent,no,2008-11-04
12854,telephone,36,7,999,nonexistent,no,2009-05-27
42496,cellular,88,2,999,nonexistent,no,2009-05-30
43868,cellular,796,5,999,nonexistent,yes,2009-03-10
8566,telephone,66,1,999,nonexistent,no,2008-06-08
85822,telephone,96,2,999,nonexistent,no,2008-06-30
39795,cellular,586,2,999,nonexistent,no,2008-11-23
39059,cellular,104,4,999,nonexistent,no,2009-04-09
91907,cellular,381,3,999,nonexistent,no,2008-08-11
48330,cellular,663,3,999,nonexistent,yes,2010-05-14
23435,telephone,274,2,999,nonexistent,no,2008-05-17
68411,cellular,584,2,999,nonexistent,no,2009-05-07
26714,cellular,400,1,999,nonexistent,yes,2009-04-22
72179,telephone,47,1,999,nonexistent,no,2010-08-15
98859,telephone,126,5,999,nonexistent,no,2008-06-19
61936,cellular,253,2,999,failure,no,2009-10-30
95576,cellular,67,1,999,nonexistent,no,2008-07-28
8522,cellular,204,2,999,nonexistent,no,2009-05-21
62540,telephone,303,3,999,nonexistent,no,2008-05-13
229,telephone,155,3,999,nonexistent,no,2008-05-11
52844,cellular,275,1,999,nonexistent,no,2009-05-01
24366,telephone,83,1,999,nonexistent,no,2008-07-13
93738,cellular,295,4,999,failure,yes,2009-09-14
61933,telephone,203,2,999,nonexistent,no,2008-06-20
71275,telephone,289,5,999,nonexistent,no,2008-05-02
74789,cellular,82,3,999,nonexistent,no,2008-08-13
48332,cellular,720,1,999,nonexistent,yes,2009-04-17
71828,cellular,554,3,999,nonexistent,no,2009-04-07
41406,telephone,465,2,999,nonexistent,no,2008-06-28
2200,telephone,98,1,999,nonexistent,no,2008-05-01
7639,cellular,108,1,999,nonexistent,no,2008-11-30
92243,cellular,178,4,999,nonexistent,no,2008-08-06
16831,telephone,52,1,999,nonexistent,no,2009-05-18
53290,telephone,788,11,999,nonexistent,yes,2008-05-25
66415,cellular,138,2,999,nonexistent,no,2009-10-03
38052,cellular,138,3,999,nonexistent,no,2008-07-17
23901,cellular,237,1,6,success,yes,2010-08-30
96505,cellular,23,12,999,nonexistent,no,2008-08-21
67912,cellular,255,1,999,nonexistent,yes,2009-08-16
54322,cellular,134,1,999,nonexistent,no,2008-07-04
98451,cellular,354,1,999,nonexistent,no,2009-04-24
40873,telephone,154,2,999,nonexistent,no,2008-06-07
10257,cellular,100,1,999,nonexistent,no,2008-08-02
87366,telephone,126,2,999,nonexistent,no,2008-05-23
34320,telephone,27,2,999,nonexistent,no,2008-07-24
67196,cellular,602,3,999,nonexistent,no,2008-08-01
74362,cellular,243,1,999,nonexistent,no,2009-04-22
79957,cellular,482,2,999,nonexistent,no,2008-07-21
9006,cellular,85,5,999,nonexistent,no,2008-07-19
42016,telephone,92,1,999,nonexistent,no,2008-05-22
98013,cellular,235,4,999,nonexistent,no,2009-05-11
15283,telephone,361,1,12,failure,no,2010-08-27
18959,telephone,125,1,999,nonexistent,no,2008-11-12
88213,cellular,525,3,999,nonexistent,yes,2009-11-24
55539,cellular,67,3,999,nonexistent,no,2008-08-10
96695,cellular,103,2,999,nonexistent,no,2008-07-06
32768,cellular,115,1,999,nonexistent,no,2008-08-12
32121,telephone,7,20,999,nonexistent,no,2008-06-14
73186,telephone,100,1,999,nonexistent,no,2008-05-03
79942,telephone,11,19,999,nonexistent,no,2008-06-01
14769,cellular,108,2,999,nonexistent,no,2008-08-15
72941,cellular,91,4,999,nonexistent,no,2009-04-08
46719,telephone,119,8,999,nonexistent,no,2008-07-12
52719,cellular,77,2,999,nonexistent,no,2008-08-14
74180,telephone,237,2,999,nonexistent,no,2008-05-30
15483,telephone,523,2,999,nonexistent,no,2008-05-24
56679,cellular,41,2,999,nonexistent,no,2009-05-10
2678,telephone,186,1,999,nonexistent,no,2008-06-27
1777,cellular,103,6,999,nonexistent,no,2008-11-06
78111,cellular,245,8,999,nonexistent,no,2009-04-16
97299,cellular,317,1,999,nonexistent,no,2008-07-15
39021,cellular,74,2,999,nonexistent,no,2009-05-24
87490,cellular,21,8,999,nonexistent,no,2009-05-04
4386,telephone,27,3,999,nonexistent,no,2008-06-20
39015,telephone,430,2,999,failure,no,2009-05-12
81659,telephone,185,1,999,nonexistent,no,2008-05-06
7716,cellular,497,1,999,nonexistent,no,2008-07-02
8716,cellular,84,1,999,nonexistent,no,2009-05-29
38272,cellular,55,2,999,nonexistent,no,2008-07-14
63621,telephone,319,6,999,nonexistent,no,2008-06-10
86392,cellular,108,3,999,nonexistent,no,2008-07-28
33199,telephone,302,1,999,nonexistent,no,2008-05-29
45410,telephone,64,2,999,nonexistent,no,2008-05-29
24438,cellular,322,2,999,nonexistent,no,2009-04-05
9910,cellular,561,1,999,nonexistent,no,2009-05-07
84179,cellular,421,1,999,nonexistent,no,2009-11-01
35326,cellular,54,4,999,nonexistent,no,2008-08-25
93816,telephone,289,3,999,nonexistent,no,2009-05-08
85088,cellular,74,1,999,nonexistent,no,2008-07-07
87901,cellular,141,1,999,nonexistent,no,2009-05-14
84295,cellular,121,1,15,failure,no,2009-08-16
54861,telephone,49,3,999,nonexistent,no,2008-07-25
71189,telephone,471,1,999,nonexistent,no,2008-05-18
50741,cellular,184,3,999,nonexistent,no,2008-07-01
94566,cellular,408,1,999,failure,no,2009-04-20
62435,telephone,238,3,999,nonexistent,no,2008-06-24
43953,cellular,57,1,999,failure,no,2009-05-19
63677,cellular,517,3,999,failure,no,2009-05-16
16981,telephone,73,2,999,nonexistent,no,2008-05-25
4237,telephone,57,2,999,nonexistent,no,2008-05-12
95180,telephone,62,2,999,nonexistent,no,2008-05-07
13174,cellular,106,4,999,nonexistent,no,2008-08-09
99698,cellular,119,2,999,nonexistent,no,2008-07-13
3485,cellular,216,1,999,failure,no,2009-05-13
36413,cellular,287,1,999,nonexistent,yes,2009-10-27
6383,telephone,274,4,999,nonexistent,no,2008-05-15
33847,cellular,2029,1,999,nonexistent,yes,2008-07-01
54077,cellular,250,1,999,nonexistent,no,2009-05-14
53219,cellular,301,1,999,nonexistent,no,2009-05-27
62798,cellular,282,2,999,nonexistent,yes,2009-04-19
96371,cellular,438,2,999,nonexistent,no,2008-07-26
44572,cellular,763,1,999,nonexistent,yes,2009-05-18
21577,cellular,435,1,999,nonexistent,yes,2009-10-30
20829,telephone,135,1,999,nonexistent,no,2008-06-12
82397,telephone,96,1,999,nonexistent,no,2009-04-28
605,telephone,369,2,999,failure,yes,2010-10-15
60518,cellular,35,10,999,nonexistent,no,2008-08-10
24049,cellular,71,15,999,nonexistent,no,2008-07-22
86816,cellular,333,1,999,nonexistent,no,2009-05-21
67064,cellular,99,2,999,nonexistent,no,2009-04-08
77364,cellular,278,2,999,failure,no,2009-04-18
53501,telephone,395,2,999,nonexistent,no,2008-05-06
18533,telephone,498,7,999,nonexistent,no,2008-06-05
37682,cellular,241,1,6,success,yes,2010-03-07
45942,cellular,119,1,999,nonexistent,no,2008-07-23
545,cellular,119,5,999,nonexistent,no,2009-03-29
35167,telephone,67,1,999,nonexistent,no,2008-06-19
54920,telephone,271,1,999,nonexistent,no,2008-05-23
68438,telephone,140,3,999,nonexistent,no,2008-06-01
50667,telephone,24,7,999,nonexistent,no,2008-06-30
35115,cellular,378,1,999,nonexistent,yes,2009-04-23
99851,cellular,100,2,999,nonexistent,no,2008-07-06
56377,cellular,305,1,999,nonexistent,yes,2010-07-21
66606,cellular,71,5,999,nonexistent,no,2008-11-09
80997,telephone,268,1,999,nonexistent,yes,2008-11-06
80009,cellular,11,5,999,failure,no,2009-05-05
79725,cellular,317,1,999,failure,no,2010-09-10
76830,telephone,230,4,999,nonexistent,no,2008-05-09
87280,cellular,294,3,999,nonexistent,no,2008-08-19
4935,cellular,56,7,999,nonexistent,no,2009-04-22
1368,cellular,31,3,999,nonexistent,no,2008-07-05
15321,cellular,110,2,999,nonexistent,no,2008-08-11
59191,telephone,53,1,999,nonexistent,no,2008-06-02
76675,telephone,529,4,999,nonexistent,no,2008-05-28
44647,cellular,1180,1,999,nonexistent,yes,2009-05-07
65658,telephone,322,1,999,nonexistent,no,2008-05-21
48904,cellular,241,1,999,failure,no,2009-05-25
82966,cellular,67,1,999,nonexistent,no,2008-11-27
73389,telephone,35,6,999,nonexistent,no,2008-07-17
73593,cellular,409,1,999,nonexistent,no,2008-08-14
69267,cellular,79,1,999,nonexistent,no,2009-05-02
4742,cellular,263,3,9,success,yes,2010-08-11
7078,telephone,189,1,999,nonexistent,no,2008-06-20
5002,telephone,94,3,999,nonexistent,no,2008-05-08
32965,cellular,111,2,999,failure,no,2008-11-17
27090,cellular,80,2,999,nonexistent,no,2008-07-13
46732,telephone,301,3,999,nonexistent,no,2008-05-21
36960,telephone,252,3,999,nonexistent,no,2008-06-19
94371,cellular,123,3,999,nonexistent,no,2008-08-23
58158,cellular,114,3,999,nonexistent,no,2008-08-21
20868,cellular,185,1,999,nonexistent,no,2008-07-28
63464,cellular,96,2,999,failure,no,2009-05-11
60529,telephone,497,2,999,nonexistent,no,2008-06-01
99547,cellular,169,4,999,nonexistent,no,2008-08-13
49403,telephone,489,2,999,nonexistent,no,2008-06-25
45913,cellular,200,2,999,nonexistent,no,2008-07-02
73562,telephone,355,1,999,nonexistent,no,2008-06-23
5705,telephone,558,2,999,nonexistent,yes,2010-04-27
52646,telephone,124,1,999,nonexistent,no,2008-05-29
20518,telephone,69,2,999,nonexistent,no,2008-06-25
41856,telephone,268,6,999,nonexistent,no,2008-05-13
71059,telephone,124,4,999,nonexistent,no,2008-06-16
35320,telephone,825,2,999,nonexistent,no,2008-05-04
70323,cellular,1024,3,999,failure,yes,2009-05-21
41789,telephone,67,4,999,nonexistent,no,2008-06-28
61307,cellular,301,2,999,nonexistent,no,2009-04-27
36633,cellular,70,2,999,nonexistent,no,2008-11-04
48843,telephone,227,1,999,nonexistent,no,2008-05-25
67452,telephone,259,12,999,nonexistent,no,2008-07-21
57171,cellular,161,1,999,nonexistent,no,2009-08-10
95159,cellular,267,1,999,nonexistent,no,2009-10-16
3934,cellular,424,1,999,failure,yes,2009-10-19
1919,cellular,1206,4,999,nonexistent,yes,2008-08-29
75385,cellular,445,1,999,nonexistent,yes,2009-10-28
42816,cellular,53,3,999,nonexistent,no,2008-07-08
84868,telephone,124,1,999,nonexistent,no,2008-05-08
60820,cellular,200,1,999,nonexistent,no,2008-08-29
7984,cellular,66,1,999,nonexistent,no,2008-11-01
61493,telephone,133,1,999,nonexistent,no,2008-07-22
22379,cellular,213,2,999,nonexistent,no,2009-05-13
15576,cellular,322,1,999,nonexistent,no,2008-11-02
32256,cellular,844,1,999,nonexistent,yes,2009-05-04
53916,telephone,474,2,999,nonexistent,no,2008-05-22
42804,cellular,75,4,999,nonexistent,no,2008-07-10
23479,cellular,569,1,999,nonexistent,no,2008-11-15
90283,telephone,60,6,999,nonexistent,no,2008-06-23
24599,cellular,504,1,999,nonexistent,no,2009-05-28
39288,telephone,217,4,999,nonexistent,no,2008-06-13
39661,telephone,71,4,999,nonexistent,no,2008-06-24
4722,cellular,90,3,999,nonexistent,no,2008-07-14
45547,telephone,38,3,999,nonexistent,no,2008-05-28
73713,cellular,278,2,999,nonexistent,no,2008-11-29
31742,cellular,47,1,999,nonexistent,no,2009-05-02
17799,cellular,102,3,999,nonexistent,no,2009-05-03
92460,cellular,297,1,999,nonexistent,no,2008-07-10
17723,cellular,123,1,999,nonexistent,no,2008-08-01
97557,telephone,210,3,999,nonexistent,no,2008-06-16
22840,cellular,616,5,999,nonexistent,yes,2008-07-09
27392,cellular,251,1,999,failure,yes,2010-07-27
66768,cellular,142,1,999,failure,no,2009-05-27
69888,cellular,191,2,999,nonexistent,no,2008-08-19
6072,cellular,472,2,999,nonexistent,no,2009-05-05
10644,telephone,92,2,999,nonexistent,no,2008-06-05
58849,cellular,81,4,999,nonexistent,no,2008-07-29
96227,cellular,144,2,999,failure,no,2009-09-11
39275,cellular,193,2,8,success,no,2009-04-03
21671,cellular,482,2,999,nonexistent,yes,2009-04-02
45243,cellular,215,3,999,nonexistent,no,2008-08-28
75749,cellular,395,1,9,success,no,2010-03-24
34003,cellular,337,1,999,nonexistent,no,2008-11-23
41526,cellular,69,2,999,nonexistent,no,2008-08-16
47322,cellular,213,1,999,failure,no,2009-09-16
76851,cellular,266,2,999,failure,yes,2009-11-07
14842,cellular,167,3,3,success,yes,2010-09-24
26284,telephone,245,4,999,nonexistent,no,2008-05-03
15317,telephone,166,4,999,nonexistent,no,2008-05-24
47034,telephone,130,6,999,nonexistent,no,2008-06-12
36803,cellular,95,1,7,success,no,2009-11-06
45925,cellular,222,1,999,nonexistent,no,2009-05-10
63700,cellular,142,2,999,failure,no,2008-11-05
55899,cellular,313,1,999,nonexistent,no,2008-07-29
52665,telephone,52,6,999,nonexistent,no,2008-06-14
25645,cellular,779,2,999,nonexistent,yes,2009-04-25
76159,cellular,75,2,999,nonexistent,no,2009-06-24
37466,telephone,87,2,999,nonexistent,no,2008-05-13
41011,cellular,201,1,999,nonexistent,yes,2009-03-21
50611,telephone,78,1,999,nonexistent,no,2008-06-12
55327,cellular,165,3,999,failure,no,2008-11-15
58637,cellular,242,6,3,success,yes,2009-08-23
55057,cellular,194,1,999,nonexistent,no,2008-11-13
52800,cellular,162,3,999,nonexistent,yes,2009-06-06
49357,cellular,255,1,999,nonexistent,no,2009-05-18
23181,cellular,192,3,999,nonexistent,no,2008-08-07
64824,cellular,99,2,999,failure,no,2009-09-11
59297,telephone,886,3,999,nonexistent,no,2008-05-05
8237,cellular,377,6,999,nonexistent,yes,2009-03-05
7608,cellular,153,1,999,nonexistent,no,2008-08-10
24373,telephone,250,2,7,success,yes,2010-08-06
31050,telephone,157,5,999,nonexistent,no,2008-05-18
77717,telephone,305,6,999,nonexistent,no,2008-06-07
92267,cellular,84,3,999,nonexistent,no,2008-08-15
91155,cellular,96,1,999,nonexistent,no,2008-11-03
78841,cellular,96,5,999,nonexistent,no,2008-07-11
87811,telephone,32,1,999,nonexistent,no,2008-06-14
4111,cellular,169,2,999,nonexistent,no,2008-11-27
628,cellular,66,1,999,failure,no,2009-05-02
71847,cellular,194,1,999,nonexistent,no,2008-07-21
31295,cellular,72,1,999,nonexistent,no,2008-07-06
24363,telephone,139,1,999,nonexistent,no,2008-05-06
